3160,4045
2181,4522
138,562
908,4838
942,5870
578,2915
3524,6264
3814,6028
1098,3165
934,4949
942,6231
712,2964
485,1511
1770,5660
2436,5233
3263,6816
206,5171
804,1343
1600,1627
1894,6011
1198,1702
954,3554
1129,1238
856,1673
1830,6663
84,2027
1293,6118
65,1081
1169,1706
3061,4689
1600,4946
1727,3051
470,4705
529,698
2858,4318
1409,1989
3277,5363
1078,2325
5406,6013
5615,5679
205,2147
116,141
1600,6097
191,4343
2138,5771
3293,6082
2901,6112
529,3521
3091,3631
524,1868
383,407
4711,5200
4311,6707
1642,6699
2040,2144
3549,5025
2706,6184
2987,5625
1028,5176
4829,5025
3372,5478
567,870
4011,6776
3805,6450
5476,5899
1600,4849
2440,3392
1731,5400
990,1148
2937,2962
3413,5326
1811,3866
1727,2563
183,6440
533,4664
3666,5156
3430,6928
3585,6259
1666,2542
984,5543
6667,6726
151,3416
2056,3282
44,1212
3517,4164
219,2648
22,622
3411,4418
4647,6910
603,934
3159,4337
1237,2929
450,6668
104,2127
5004,6889
337,2200
2738,6095
3939,5289
789,4456
2207,6442
2437,4193
1474,5464
1122,1474
3283,3678
3128,4977
4290,5019
5117,6888
1177,5607
4201,4406
1077,3285
198,6479
1819,2801
481,731
742,1727
1767,3479
859,2771
5220,6381
48,816
4711,5365
1194,2201
1276,2583
1627,1894
4694,4813
2513,3469
4035,6663
2664,4007
2332,3567
1499,6319
1734,1908
4232,5895
103,3187
1183,5983
2641,3446
979,1601
833,4223
533,3902
2014,5023
4123,4159
3348,4318
2918,4493
4200,4739
217,358
516,2520
4555,5723
141,1421
897,4958
2559,5606
42,1184
2182,2315
2103,4065
1150,2486
3839,5562
5694,6410
2619,3285
2239,6910
1496,6941
4740,6605
3269,4851
6601,6727
3088,3569
5064,6910
3539,6013
2141,3360
3272,6392
457,4346
5807,6900
404,1525
884,921
4631,5752
2891,4911
325,1434
483,6564
2187,6828
1443,2198
2000,4711
3233,3894
957,4528
1012,1717
962,5059
2189,2901
3488,5019
743,1635
622,4319
3293,4720
3153,3606
6034,6849
934,6621
2722,3110
4739,5073
4822,6753
2234,5004
764,4071
248,933
850,2327
1381,4825
3539,5984
1853,3633
3772,6709
1838,3410
42,6602
4462,6834
1809,4838
4177,6869
942,2119
1954,4965
289,455
14,828
3677,3916
1388,2639
5411,5485
5784,6090
3144,3588
336,1474
3462,3850
1546,3869
2251,3526
2103,2804
1758,2915
3139,3502
6145,6468
4172,5718
495,6386
5002,5054
251,2426
238,2141
430,2364
1701,5814
2427,3697
138,372
3852,5019
578,1525
2018,6246
1786,4161
1521,4732
942,3256
1600,6486
1368,2234
5186,5961
175,1809
833,3927
6338,6597
2496,6060
829,6448
5070,5784
334,2095
590,6042
1388,6481
38,5130
533,2508
2127,5384
1600,2727
4124,5289
1454,5707
6509,6525
44,908
882,6484
1854,4116
876,2679
424,4310
1463,3238
42,1490
5995,6613
587,5997
5539,5981
2090,3559
360,1290
868,2734
5384,6728
4346,4809
257,1536
4528,5660
689,2915
322,6591
6828,6841
211,450
4694,4739
2048,2238
71,3246
2874,3493
3147,4740
3442,3700
3518,6216
120,3285
356,583
5705,6753
1159,4570
1012,3097
1422,6274
4061,6923
1049,5097
191,620
1916,4226
2234,4372
4307,4986
632,2558
44,1019
146,4522
3081,4400
5416,6795
630,3182
1732,5798
307,652
44,5142
4002,4809
700,1474
319,804
4890,5297
84,1029
1503,4969
3964,5547
1170,3676
325,1166
522,1224
191,505
3373,4813
484,4386
3537,4995
283,6895
326,5969
948,1268
3270,3767
2335,2460
1576,2418
604,3331
6726,6745
405,1099
1374,2296
942,5321
2054,6918
6106,6910
6489,6941
84,191
59,4045
469,972
1715,2387
1055,2991
4563,6145
42,2915
3110,6831
533,6748
312,531
2961,3869
3065,5625
890,2900
3669,6951
3687,4525
1474,1629
1474,2242
985,4525
575,5771
4509,5019
42,3623
4563,6176
592,2412
3293,4436
2844,3363
5,3384
1466,2194
5406,6900
44,1869
3881,4838
2125,3331
2184,5520
2374,3852
30,495
972,6906
1263,2344
3293,4809
3233,5960
350,4668
672,1255
1948,2957
2719,5672
1077,4648
2225,3399
2558,2950
138,731
100,261
942,5549
517,1673
1793,3287
96,2299
3600,6250
2057,3372
1600,2579
1487,4161
6023,6616
1627,4949
6170,6760
4386,6231
1334,1595
1016,2017
5694,6096
1904,4007
6358,6817
1061,2680
5304,5540
1980,2825
2219,4323
1715,2418
1263,4861
2427,3482
4615,5025
530,3304
410,4407
1491,3126
4114,4740
3033,5136
705,4835
307,4172
516,2954
6554,6695
1496,6394
2416,6610
524,5405
115,638
1129,1242
1287,2017
4366,6503
1627,6631
1231,2605
261,2395
2552,5838
2425,2864
3090,5641
2760,5464
1016,4528
1318,4046
2127,6846
4809,6048
1107,3539
1421,6348
1,3234
533,963
477,1627
754,4653
2760,4715
3431,6699
1880,2065
42,3301
338,6188
4404,6106
6781,6923
116,808
4537,4740
1421,4799
5362,5784
3568,5720
1606,2418
5754,6753
4386,5610
1432,2243
3372,6751
3657,4693
2950,3315
1138,2144
6844,6923
2809,3665
3581,4620
929,3825
1633,4483
1649,4992
113,5011
2969,5176
398,3315
377,1800
4843,5239
5283,5652
3642,6839
2014,5730
5176,6579
2126,2686
495,2458
5840,6358
4124,4438
413,554
221,4871
3183,6753
1335,5417
2680,3256
4711,6120
4570,6455
3676,4161
4051,4108
1239,1831
6774,6839
3297,4484
2934,5778
290,2493
554,715
2052,3878
3949,4341
2668,3700
4637,6030
439,816
3845,4362
4055,4406
2409,5784
4822,5705
2294,3311
34,2913
5115,6910
2081,5391
4155,6259
455,849
4598,5465
42,1794
1148,5543
1157,2870
1585,2869
1627,6053
3033,4601
2028,5397
94,1251
942,6597
1159,3888
4931,5354
5068,6910
326,6455
578,5641
766,1181
5354,6704
2374,3631
2052,6786
4948,6587
1242,6455
2641,2713
5579,6058
700,3878
5079,5816
572,1959
4711,6130
1099,6400
4809,5566
2866,3555
42,1678
3081,5983
4007,6268
3191,5289
2727,3290
2458,5712
2987,4896
3714,6825
2387,3903
3459,6778
4051,5784
3881,6023
439,3431
3734,4813
668,5608
5117,6753
1576,2405
1627,2130
3263,3283
3206,5078
411,4031
1996,4371
3878,4114
2600,3818
2414,6166
4291,5629
899,2762
2753,4168
148,1191
2052,3333
1727,4346
999,6880
4391,5612
1949,2321
565,1905
6381,6818
1360,3976
3059,4741
4319,4563
3717,5260
4755,5142
6286,6567
771,4418
135,3067
2792,4418
505,990
5065,6786
905,3092
42,5288
1715,3882
1421,3200
5466,5784
4711,5977
5239,5460
1994,2550
4307,5391
4809,6481
1309,2017
5187,5950
243,471
182,307
603,1859
2414,3348
1260,1595
6112,6236
105,455
2802,4838
71,4666
4193,5784
2575,4367
1627,5355
1584,4071
257,1099
3768,4659
210,489
4528,5275
617,3508
4357,4603
909,4522
999,1237
3425,5039
979,1727
2050,3228
1845,4838
326,800
743,2294
4711,5019
107,528
3115,5566
1012,5771
3236,4711
372,447
6772,6910
268,2373
42,3790
754,4572
427,5845
95,1732
797,4098
41,2155
6487,6784
3726,6796
2957,4344
3852,6377
4119,6842
1133,3908
148,3431
4031,5539
3623,5614
5448,6358
390,2073
876,4232
2887,3848
1149,5617
2900,3756
1931,2957
2259,6231
3621,5784
2244,6897
876,5771
5371,5842
2510,4951
6348,6440
758,1566
1606,2333
2081,5257
3559,6828
2847,3240
1600,5346
109,2891
5415,5510
5284,6161
3066,4049
5995,6456
2481,6396
65,5482
963,1293
603,6900
22,1082
154,3264
732,1730
3038,4334
3119,4809
1710,2234
3502,5459
2129,5206
4592,4919
712,3521
1442,3033
1543,4127
260,1171
3087,4164
1298,3030
4181,6023
4209,5643
4307,4570
1741,2045
4711,6303
22,4563
4286,5281
56,1421
6645,6707
1581,4418
2363,2392
3463,5019
4186,5230
1779,5334
603,1514
545,1949
3676,5972
2661,4046
1673,4749
44,1678
675,4226
2103,2534
2401,4418
180,259
1123,3209
4329,6726
4131,6084
2413,6479
2239,5019
4941,5641
5025,6924
100,505
4928,6479
205,2900
612,801
200,6381
665,1925
4193,4618
4921,6553
877,4366
4012,5508
1076,1416
4735,6062
1490,3183
1308,4341
246,3495
622,4046
674,4240
3568,6406
1732,1938
754,2940
2559,6022
316,2891
4199,6230
1082,6455
2133,5210
1133,4090
39,1421
5480,5959
4711,6931
1548,4046
5733,6663
34,828
1177,4281
383,860
1518,2417
3333,5138
5391,6636
1259,3745
2321,4027
2962,5771
942,6456
3478,5465
166,4227
3163,4974
3350,5615
3372,4073
533,4229
533,3222
517,1129
4996,6145
2512,5411
2390,2887
31,1998
3293,5321
379,1308
1276,6906
533,6035
1150,3741
5221,5989
1727,3348
4740,5313
2414,5239
2728,5637
44,5695
350,4652
5475,6440
4563,5812
5600,6023
5025,6828
1786,6108
1214,1799
708,3260
2025,3062
2558,4307
1316,6703
1576,2035
3166,3852
178,3704
1082,1727
1388,1894
2120,5329
4711,6889
3593,6869
1049,2694
4341,5315
75,2920
546,3162
4711,4781
3496,5229
3133,3949
3260,6330
3372,6095
1455,4748
5137,5354
533,3940
44,4947
102,2855
744,899
4715,6034
2048,2125
6053,6865
3366,6816
2639,6455
5720,6816
1600,5390
1479,3631
96,2141
4422,4459
588,1691
647,3826
3695,6743
3669,3734
4992,6280
5321,6597
257,5321
3934,6362
1796,3206
2064,4838
6084,6888
972,5969
5281,5288
1133,1627
522,3636
88,576
1147,6502
3645,3823
963,1207
2751,5913
4012,5155
93,2181
1762,1943
28,4352
176,1392
4372,5123
3555,5176
38,2403
455,4319
990,1403
5675,6773
2242,6753
5019,5456
650,6681
556,3514
65,4108
1119,5662
3460,4242
2130,6674
2301,2509
5146,5268
326,1045
2249,3032
821,6668
5057,5294
117,468
5356,6455
4292,4862
610,683
5114,6428
942,2687
1724,4659
4009,5989
299,1600
1383,3573
3033,6084
257,878
712,2081
6870,6927
3760,6368
3372,3666
3259,4046
3934,4542
1402,3157
928,3802
500,1916
3595,4660
4536,6206
827,1227
23,455
1081,4971
1190,1859
2693,4384
4412,6358
3911,4711
83,3342
310,6939
873,1236
718,746
5294,5497
5019,6084
2984,5430
1275,3556
4038,4393
1601,5363
429,3183
3593,6662
2234,5122
4635,5004
5025,5667
151,5950
2449,3741
250,279
4319,5791
469,4201
4560,4711
276,4835
3592,4975
191,2077
1806,2913
5197,6639
385,2113
103,575
622,3952
2676,3454
2570,6596
2896,3198
1388,2748
308,1786
243,597
308,4822
4740,4872
2762,4563
1727,3549
1035,4055
3808,5019
293,5047
4226,4371
909,4351
2512,2897
4012,4761
3669,6391
2542,5363
2857,3423
3061,3448
2588,6356
102,5865
5411,6087
4391,6584
698,2850
5948,6595
1215,4011
44,1923
3541,3773
820,1062
972,1626
561,6047
5435,5525
6465,6910
356,5050
4788,4791
1843,2187
1652,6100
257,2414
876,2807
4745,5354
1200,1566
1388,1615
1175,5838
1370,5865
6726,6757
622,1198
4391,6381
458,3392
5697,5792
5641,6817
266,6366
1291,4838
482,6460
2289,3009
4177,5961
4550,4740
2930,3312
338,3411
2078,2826
234,1045
2790,4418
4094,6546
533,5492
4711,5293
439,901
324,4749
1329,4507
3092,5870
455,1338
1432,4508
2414,5607
326,2807
6394,6479
3969,4711
6267,6839
1150,1727
4711,5998
1365,4351
1687,2531
2961,6552
1235,1712
3948,6910
2937,3811
4382,4450
3343,5710
3347,5476
3631,4579
2937,5411
240,4838
553,1998
860,6865
326,1129
1600,6244
1187,1964
593,2712
1388,4986
5614,5937
1435,5019
4711,5794
4739,6495
383,715
1344,4652
929,1155
3602,5356
1046,1600
1736,5026
1342,4711
1352,4230
2781,5022
4281,4949
87,2327
854,2141
4201,5321
4739,6084
915,6389
2083,3165
2856,3611
2356,4233
6127,6350
234,1128
2184,3565
1169,5950
693,2693
1898,3549
3601,4819
234,2405
942,1627
942,5194
44,2908
4334,4687
1894,4843
3568,5647
3631,6098
4739,6027
1150,2335
5750,5776
2340,3117
1727,6016
1177,1514
223,1474
1446,2048
737,5051
3078,4255
3999,5982
4838,6786
2201,4466
3656,6257
186,3631
1222,2923
1083,1224
4615,6324
345,4568
220,1953
3285,3293
2341,3299
153,261
281,394
1994,4843
1909,4321
603,5898
2246,4152
2375,2581
458,3934
253,2071
2081,5406
1801,4351
3289,4808
150,2891
4429,5983
1627,5425
3268,4052
42,1497
1782,6699
1365,5712
860,3665
2784,5415
175,1772
3994,4632
2127,6584
2915,4402
2969,4357
1388,4046
3943,4772
2340,4279
1843,2486
4312,5712
307,1501
2262,5574
4949,5133
4344,4791
4177,6257
4861,6769
1548,6941
2133,2644
588,4357
1249,5865
354,845
3033,4020
781,1598
2418,3677
6150,6157
754,6656
90,4884
1377,5289
3339,3676
4022,5294
5283,5975
415,1904
191,5805
1874,4251
3417,6243
1316,6111
2891,4373
4542,5140
40,1399
1514,2259
424,3633
1503,6411
4318,6489
3902,4492
533,3730
3932,4341
3796,5732
13,326
3084,5765
3952,5999
3601,6869
18,42
754,1446
1793,2520
180,434
1509,2093
2707,2733
405,6400
514,3126
5827,6423
5183,6216
1278,4404
2208,3319
42,5351
257,402
1366,5030
4,8
3857,5525
2606,4695
4054,5962
2565,3503
4114,4739
2000,5958
622,3115
42,687
4471,6611
4551,5406
6825,6860
2125,3406
1232,2130
2953,4711
155,4468
4391,6090
4281,6828
185,524
578,5983
3667,4418
248,2484
1543,3815
2187,4517
4521,5904
3079,3590
4943,6729
1727,6903
3285,4318
1366,3840
4868,6910
1727,5391
3479,4401
3676,4516
2259,6394
3865,5861
1479,5983
855,6869
3729,5633
24,3234
2381,5961
545,878
714,4606
4372,6356
1151,4191
1035,6778
4314,4851
3348,4563
1914,2271
2038,3674
1894,2512
1490,3153
4334,6423
2212,3122
6707,6724
1442,4418
3888,4318
159,1166
1280,1645
2815,6112
331,5050
1388,5025
3916,4226
1177,6128
1474,2400
2311,5239
3669,3785
1627,5979
5892,6083
1354,2406
3360,5886
3093,6810
1137,5019
638,5463
942,1601
44,6219
1051,2871
913,2200
4232,5321
2413,3293
1736,2538
5130,5643
3183,3411
4698,6527
1786,5959
1474,4641
4434,5499
1623,5321
6257,6617
2889,6028
4177,4740
1474,5115
455,1830
1837,3678
754,3324
2165,4884
4907,6541
6410,6643
4943,6133
151,603
2961,6482
5535,5898
117,562
501,2007
501,3930
5771,6394
3049,3626
5077,6839
931,934
5617,6655
1326,2333
3607,4357
4108,5049
5401,5601
4661,6524
4951,6527
457,1263
4189,5539
1767,6849
1150,1388
3582,4403
51,6467
817,3033
257,1627
943,2510
0,4366
4105,6365
477,698
2801,2808
693,2695
575,942
6319,6383
922,2141
2187,3059
1915,5415
920,3275
261,6699
194,2171
1884,2558
4155,4711
329,1474
2884,6431
935,1070
836,4354
2644,6753
550,4807
4237,6603
603,1743
2539,5831
5982,6297
42,1968
3142,4893
5895,6481
369,2530
5025,5283
809,3105
6042,6372
7,5019
2043,2523
938,6792
489,1624
3021,6300
3007,4648
4168,5971
2889,4116
2656,4332
2723,5793
5641,6889
2328,3581
2382,6672
1177,5406
362,1488
4028,6147
6527,6638
5784,6242
3374,6112
764,3422
1013,2903
1388,1619
1881,2542
3129,3345
1422,4739
4307,4346
1242,4055
693,2971
3593,4813
4691,6410
96,6911
3233,6697
1649,1712
3548,4012
3236,5145
4228,6805
234,1175
1207,1635
411,4711
3962,5228
2289,2954
902,2190
562,2705
4626,6281
533,2066
622,3888
4711,6405
553,1682
1148,1734
2249,4563
282,6905
3062,5273
4810,6910
2756,6262
2757,6081
99,707
1158,1408
2353,5554
1917,5059
4694,5373
763,3427
972,5036
2393,5165
2393,5211
282,1727
3087,4177
1605,6482
1274,1394
2052,5525
24,2647
525,3669
481,743
5040,5532
4711,5324
1916,2115
1074,6631
4563,5027
2048,2275
5709,6026
825,833
588,4970
949,1894
2783,3882
1664,6536
526,5130
1859,2754
1474,3695
1900,6075
2567,6126
1053,1862
1276,3506
4923,6489
4318,6324
2183,2868
2031,3348
578,5328
3128,6078
4344,6786
4553,4559
1175,1226
257,1889
1457,4711
455,2755
3512,5025
1915,2432
1498,3823
191,1595
1188,3408
83,6910
2810,4522
4298,4985
754,2641
3297,6885
3392,4580
326,1040
484,2797
3066,4046
3194,6869
1696,6809
266,495
3236,5019
942,1862
5373,5578
1058,3677
1581,5784
4804,4838
4843,5321
1169,4809
4168,6699
5177,5263
487,754
2127,4569
3467,4085
2913,4492
102,468
2150,5959
3405,5996
2804,5053
5521,6514
227,5359
854,4341
6274,6454
3092,6581
4563,6455
5306,5602
2302,4568
297,588
1149,1251
516,786
3293,4570
1388,6058
1548,3507
44,3623
44,779
1496,5022
664,794
4281,5239
578,4739
3105,4116
4281,6900
4490,4697
1711,3293
1429,5459
1440,6381
578,5784
1535,4711
4046,6018
698,6828
2205,6489
1727,2489
6046,6934
5013,5406
44,187
5566,6663
4918,5611
325,1826
4211,5019
1489,1816
2621,5950
3599,4911
1,455
5771,6269
173,4851
2563,4232
1496,1894
1192,2373
3614,5521
2671,3222
2769,5588
717,884
5027,5637
1830,5025
331,444
1340,6823
1479,4400
1742,4711
3342,6743
2085,4375
1058,1498
1012,2205
4232,4919
504,3269
1786,4516
4875,6654
1830,6611
218,2198
633,5678
2934,5239
1147,3923
4642,6110
554,5239
1388,4361
1623,1627
1377,1725
1177,6481
816,1336
3472,6362
4094,4283
1407,6400
4563,6802
46,4791
1421,6876
965,5019
1800,3038
1773,2539
2081,6723
3331,3366
3962,6668
712,1456
325,6785
174,3024
841,987
5283,6079
4563,5281
307,3618
6084,6410
1683,2008
4788,5638
533,4299
4201,4917
2927,5660
1466,4949
2890,4539
3372,4833
3479,5156
1174,6810
972,1388
3568,4259
2377,3878
505,1606
3372,4740
3666,4813
3348,6828
614,859
2386,3293
1474,2297
1712,4441
65,4097
3236,4337
41,2375
1652,2234
860,3860
942,1078
1600,6468
860,3293
5059,5735
439,902
326,362
1872,3164
14,5865
3479,4521
1756,1946
622,4281
3631,5937
5771,6828
1666,3260
1072,5806
1727,5300
533,2611
4526,4711
1627,5807
1842,3092
2143,3896
4654,6910
1086,1276
458,6888
261,4823
4341,4902
4971,6910
4424,4685
5055,6923
2398,2757
4386,5075
1561,2505
1627,3012
44,594
3233,5894
3726,6440
4570,6058
1486,3293
491,556
915,6274
4919,5025
3934,5163
524,867
1237,3527
4692,4739
1082,1666
1437,4824
533,892
3934,4694
1514,2294
4367,6536
2458,5706
2841,3604
2762,3507
3996,4813
2081,4318
972,3416
533,5974
1600,6126
3596,5983
4223,6828
3707,5576
1452,2056
1150,6048
4838,5849
1627,3863
1687,6448
4570,6825
1446,4590
5244,5275
3163,5882
516,1054
3792,4679
2205,4949
2189,4806
42,6467
1133,3293
2414,3404
2192,4032
3032,5229
1290,2603
326,1889
2823,3631
1709,4959
4955,5307
238,6552
4307,5321
6548,6592
2575,6895
800,5702
316,629
3741,3943
1674,6392
1133,2563
1919,2774
1894,6455
5609,6257
6149,6878
2436,3590
2073,5496
1362,2302
34,180
38,6381
782,6206
1474,3815
3453,6862
2512,3549
3934,4359
700,6786
942,1233
499,1249
972,1014
2760,6348
3222,6018
582,2390
482,4319
4477,5861
1520,3795
3568,6859
1474,2625
698,979
3163,5218
325,6081
359,916
2795,4549
578,4604
2305,3397
3260,3497
3760,4310
1546,4341
71,6298
139,2844
1859,2398
5149,6923
2205,3293
229,5124
4835,5694
1146,2592
856,4682
3435,3631
800,2119
816,862
3677,6525
1674,4422
1492,4161
867,1474
1978,3938
3518,5955
2760,5856
110,1639
1491,3943
2671,5485
3977,5088
1859,4292
1591,2014
5321,6394
124,1149
3648,3651
4351,6075
379,5097
4711,6197
6448,6456
1413,4523
533,6478
670,2924
2889,3848
257,517
326,6058
4400,5937
5790,6390
1421,1656
257,305
1767,4806
2269,4864
942,3260
533,2318
3934,4595
2130,4292
2749,5192
4114,4391
3631,5307
1329,6141
3242,6870
2187,3293
988,3162
208,2220
4012,5905
1694,5959
2384,6489
1150,5969
754,1514
4009,4282
556,2259
4310,5237
1474,5049
1018,2076
28,205
116,240
533,5185
1095,4154
1764,6163
1328,3260
4012,5196
3581,4699
3875,5677
622,1496
1915,3365
1150,4809
2024,3954
3819,6753
89,2913
31,1508
3158,4193
257,332
1392,3755
5165,6923
3249,5021
2539,5239
1865,1923
1077,1884
2135,3801
3752,4838
190,638
624,5636
578,3592
2056,2222
3372,5365
1627,5566
2048,5193
5452,5784
2563,3348
408,496
4711,4740
996,2412
3546,4542
4913,6753
3119,6631
174,3607
3491,4080
1032,2141
2884,4386
5221,5843
934,1133
6172,6786
2141,2734
102,2302
1329,4366
244,2214
3166,6786
3217,5283
942,2945
1129,4928
6805,6946
1100,1439
4845,5869
42,498
533,1302
5354,5784
1370,5228
680,6778
533,3542
1627,2443
3858,4711
972,5321
1290,5507
1914,4584
3271,5051
4838,6092
2014,4318
1129,3681
3702,4711
78,5636
492,2578
4711,4824
5019,5694
2859,6685
4243,6174
2038,3549
4201,6448
3086,4366
4711,5351
1437,4691
4374,5797
938,4372
1894,3559
6743,6833
622,1262
4609,6842
1830,3217
1390,5630
4780,5995
6381,6557
3958,4229
4715,6937
125,149
1007,2321
4089,5633
4835,6542
1610,5784
4430,6753
3097,4637
2127,2547
1422,5641
4891,6295
1990,2413
4061,5605
915,4838
1623,1725
733,5771
4717,5799
876,1627
1627,5406
18,1943
4390,4740
3159,5614
2449,6018
2869,3293
3914,4012
41,84
698,1727
5321,6411
234,2388
1474,6266
166,5805
6344,6910
397,757
1627,4292
1889,1890
3736,4838
6419,6607
644,2205
4538,6112
1804,6378
2210,6031
2127,4138
4563,6081
267,567
4168,6002
4357,6372
5771,5895
4318,6147
1440,4711
1943,4245
571,1503
3287,5994
1031,3105
3852,6719
10,1943
1491,3408
2133,6584
1191,1728
1177,4949
760,3686
3198,3953
876,5281
280,369
4044,4584
4307,5317
65,6753
3217,5025
2679,3322
214,4071
2996,3986
575,3312
638,1496
3166,5983
4809,5969
4835,6738
4711,6328
1437,6846
520,1161
4310,4590
533,3315
128,326
6033,6828
816,3988
4714,6888
6172,6662
42,1604
3528,6786
1943,5842
1798,1923
1747,3240
2400,6839
6392,6536
1290,1874
133,2434
2587,3378
180,251
4612,4695
5781,5934
3705,4012
4172,6243
1133,3066
166,1464
4428,4852
1786,5306
1474,6542
744,5771
3348,4087
261,2302
1661,4045
5408,6114
533,5914
1774,2333
1678,6174
1285,3342
6491,6910
1388,6830
4711,5692
305,1262
3490,6475
4711,5983
2208,3490
3153,6395
3676,4421
5025,6900
6087,6394
4164,4341
4563,5759
873,1218
424,2326
307,562
1850,4357
2344,3358
3804,6446
375,1456
2008,3043
4058,6015
3852,4600
2189,5293
632,5938
1198,4346
326,5392
1456,2083
4418,4971
1433,4838
1421,2643
1697,6527
530,1225
1881,6033
2728,3347
2911,4312
4880,5867
4691,6363
1421,3038
41,1947
3975,5541
44,175
239,4711
1635,4525
4521,5384
1133,4037
2934,4563
1627,6394
3667,4711
307,845
2887,4116
3307,6358
3636,6782
603,5984
326,1358
2427,4355
2844,4461
972,3223
622,5807
253,3862
5792,6829
1077,1514
1388,3113
1388,6079
5210,6274
4319,5771
1667,6753
1154,2141
3289,5143
